date,bprice,goldprice,sp,forex,oil
2014/01/01,770.44,NA,NA,NA,NA
2014/01/02,808.05,1219.75,1831.98,1.367,95.14
2014/01/03,830.02,1232.25,1831.37,1.3606,93.66
2014/01/04,858.98,NA,NA,NA,NA
2014/01/05,940.1,NA,NA,NA,NA
2014/01/06,951.39,1238,1826.77,1.3636,93.12
2014/01/07,810.58,1237.5,1837.88,1.3618,93.31
2014/01/08,859.95,1226.5,1837.49,1.3586,91.9
2014/01/09,860.89,1226,1838.13,1.3591,91.36
2014/01/10,884.67,1232.25,1842.37,1.3664,92.39
2014/01/11,930.9,NA,NA,NA,NA
2014/01/12,873.26,NA,NA,NA,NA
2014/01/13,857.96,1246,1819.2,1.3647,91.45
2014/01/14,851.83,1248.75,1838.88,1.3682,92.15
2014/01/15,874.71,1238,1848.38,1.3604,93.78
2014/01/16,847.37,1237.25,1845.89,1.36,93.54
2014/01/17,828.22,1241,1838.7,1.3554,93.96
2014/01/18,843.76,NA,NA,NA,NA
2014/01/19,878.68,NA,NA,NA,NA
2014/01/20,871.05,1254.75,NA,NA,NA
2014/01/21,874.29,1247.75,1843.8,1.356,94.51
2014/01/22,863.95,1239.5,1844.86,1.3546,96.35
2014/01/23,854.35,1244.25,1828.46,1.368,97.23
2014/01/24,825.12,1259.25,1790.29,1.368,96.66
2014/01/25,861.85,NA,NA,NA,NA
2014/01/26,880.15,NA,NA,NA,NA
2014/01/27,814.53,1270,1781.56,1.3679,95.82
2014/01/28,833.94,1253.5,1792.5,1.3662,97.49
2014/01/29,837.51,1254.75,1774.2,1.3663,97.34
2014/01/30,845.85,1254,1794.19,1.3549,98.25
2014/01/31,848.29,1246.5,1782.59,1.35,97.55
2014/02/01,853.02,NA,NA,NA,NA
2014/02/02,854.37,NA,NA,NA,NA
2014/02/03,846.9,1246.5,1741.89,1.3523,96.44
2014/02/04,842.01,1253,1755.2,1.3507,97.24
2014/02/05,820.87,1257,1751.64,1.3519,97.4
2014/02/06,783.62,1258.5,1773.43,1.3604,97.84
2014/02/07,703.57,1260,1797.02,1.3614,99.98
2014/02/08,676.91,NA,NA,NA,NA
2014/02/09,681.94,NA,NA,NA,NA
2014/02/10,679.73,1273.5,1799.84,1.3644,100.12
2014/02/11,669.44,1282.75,1819.75,1.3654,99.96
2014/02/12,648.38,1286.5,1819.26,1.3592,100.38
2014/02/13,598.41,1290.25,1829.83,1.3669,100.27
2014/02/14,656.61,1308.5,1838.63,1.369,100.31
2014/02/15,645.43,NA,NA,NA,NA
2014/02/16,610.65,NA,NA,NA,NA
2014/02/17,621.49,1326,NA,NA,NA
2014/02/18,621.22,1314,1840.76,1.3758,102.54
2014/02/19,617.71,1318.75,1828.75,1.3762,103.46
2014/02/20,552.21,1313.75,1839.78,1.369,103.2
2014/02/21,569.04,1320.75,1836.25,1.3722,102.53
2014/02/22,604.75,NA,NA,NA,NA
2014/02/23,604.58,NA,NA,NA,NA
2014/02/24,545.32,1333,1847.61,1.3744,103.17
2014/02/25,534.71,1332.75,1845.12,1.3749,102.2
2014/02/26,577.09,1340,1845.16,1.3668,102.93
2014/02/27,576.7,1331,1854.29,1.3724,102.68
2014/02/28,543.93,1327.75,1859.45,1.3806,102.88
2014/03/01,563.74,NA,NA,NA,NA
2014/03/02,560.3,NA,NA,NA,NA
2014/03/03,661.12,1344.25,1845.73,1.3763,105.34
2014/03/04,663.6,1339.5,1873.91,1.3731,103.64
2014/03/05,661.79,1333.5,1873.81,1.3734,101.75
2014/03/06,658.72,1334.25,1877.03,1.3848,101.82
2014/03/07,625.83,1348.25,1878.04,1.3868,102.82
2014/03/08,615.24,NA,NA,NA,NA
2014/03/09,633.18,NA,NA,NA,NA
2014/03/10,625.83,1334.25,1877.17,1.388,101.39
2014/03/11,628.95,1348,1867.63,1.3867,100.29
2014/03/12,631.39,1355.75,1868.2,1.3904,98.29
2014/03/13,638.16,1371,1846.34,1.3927,98.57
2014/03/14,626.71,1370,1841.13,1.3924,99.23
2014/03/15,633.67,NA,NA,NA,NA
2014/03/16,630.72,NA,NA,NA,NA
2014/03/17,621.22,1379,1858.83,1.3927,98.43
2014/03/18,613.63,1362.5,1872.25,1.3913,100.08
2014/03/19,608.82,1346,1860.77,1.391,100.71
2014/03/20,586.59,1327,1872.01,1.3784,99.68
2014/03/21,570.77,1338.5,1866.52,1.3783,99.97
2014/03/22,564.42,NA,NA,NA,NA
2014/03/23,561.35,NA,NA,NA,NA
2014/03/24,586.27,1322,1857.44,1.3784,100.05
2014/03/25,582.28,1314.75,1865.62,1.3777,99.66
2014/03/26,579.07,1314.5,1852.56,1.3786,100.61
2014/03/27,478.16,1295,1849.04,1.3752,101.25
2014/03/28,502.44,1295.75,1857.62,1.3753,101.73
2014/03/29,493.18,NA,NA,NA,NA
2014/03/30,461.87,NA,NA,NA,NA
2014/03/31,458.5,1294,1872.34,1.3777,101.57
2014/04/01,478.72,1286.5,1885.52,1.3804,99.69
2014/04/02,437.51,1284,1890.9,1.3761,99.6
2014/04/03,447.08,1287.25,1888.77,1.3708,100.29
2014/04/04,448.88,1293.5,1865.09,1.3704,101.16
2014/04/05,464.83,NA,NA,NA,NA
2014/04/06,460.7,NA,NA,NA,NA
2014/04/07,446.22,1299,1845.04,1.3745,100.43
2014/04/08,450.46,1314.75,1851.96,1.3802,102.57
2014/04/09,440.2,1309.75,1872.18,1.3816,103.55
2014/04/10,360.84,1321.5,1833.08,1.3892,103.37
2014/04/11,420.06,1317.25,1815.69,1.3898,103.68
2014/04/12,420.66,NA,NA,NA,NA
2014/04/13,414.95,NA,NA,NA,NA
2014/04/14,457.63,1324.5,1830.61,1.3824,104.05
2014/04/15,520.12,1311.5,1842.98,1.3806,103.7
2014/04/16,529.16,1299,1862.31,1.382,103.71
2014/04/17,494.4,1299.25,1864.85,1.3832,104.33
2014/04/18,478.23,NA,NA,1.3816,NA
2014/04/19,501.55,NA,NA,NA,NA
2014/04/20,497.32,NA,NA,NA,NA
2014/04/21,493.09,NA,1871.89,1.379,104.35
2014/04/22,484.43,1290.75,1879.55,1.3804,101.69
2014/04/23,486.93,1283.5,1875.39,1.3814,101.47
2014/04/24,500.26,1283.5,1878.61,1.3828,102.2
2014/04/25,459.61,1294.25,1863.4,1.3838,100.85
2014/04/26,456.14,NA,NA,NA,NA
2014/04/27,429.65,NA,NA,NA,NA
2014/04/28,437.06,1302,1869.43,1.3844,101.13
2014/04/29,444.25,1289.75,1878.33,1.3808,101.56
2014/04/30,445.87,1292,1883.95,1.387,100.07
2014/05/01,456.27,1283,1883.68,1.3867,99.69
2014/05/02,446.64,1285,1881.14,1.3864,100.09
2014/05/03,436.94,NA,NA,NA,NA
2014/05/04,434.06,NA,NA,NA,NA
2014/05/05,429.72,NA,1884.66,1.3884,99.74
2014/05/06,426.99,1308.5,1867.72,1.3924,99.81
2014/05/07,436.96,1311,1878.21,1.3917,101.06
2014/05/08,435.34,1291.25,1875.63,1.3864,100.52
2014/05/09,448.23,1289,1878.48,1.3763,100.32
2014/05/10,452.71,NA,NA,NA,NA
2014/05/11,436.54,NA,NA,NA,NA
2014/05/12,438.43,1292.75,1896.65,1.376,100.89
2014/05/13,437.41,1292.75,1897.45,1.3711,102.01
2014/05/14,441.75,1300.25,1888.53,1.3718,102.63
2014/05/15,444.32,1303.75,1870.85,1.3712,101.74
2014/05/16,445.01,1293.75,1877.86,1.3708,102.31
2014/05/17,446.36,NA,NA,NA,NA
2014/05/18,444.81,NA,NA,NA,NA
2014/05/19,444.31,1301,1885.08,1.3716,102.95
2014/05/20,485.83,1291.5,1872.83,1.3702,102.8
2014/05/21,489.16,1292,1888.03,1.3657,104.31
2014/05/22,526.06,1294.5,1892.49,1.3652,104.03
2014/05/23,519.04,1292,1900.53,1.3628,105.01
2014/05/24,525.63,NA,NA,NA,NA
2014/05/25,570.09,NA,NA,NA,NA
2014/05/26,581.83,NA,NA,NA,NA
2014/05/27,569.63,1283,1911.91,1.3618,104.78
2014/05/28,574.45,1265.25,1909.78,1.3596,103.37
2014/05/29,565.51,1254,1920.03,1.3608,104.26
2014/05/30,616.47,1254,1923.57,1.364,103.4
2014/05/31,623.26,NA,NA,NA,NA
2014/06/01,629.02,NA,NA,NA,NA
2014/06/02,658.79,1244.75,1924.97,1.3606,103.07
2014/06/03,665.73,1244.25,1924.24,1.3624,103.34
2014/06/04,636.78,1246,1927.88,1.3619,103.27
2014/06/05,656.06,1244.75,1940.46,1.3618,103.17
2014/06/06,645.56,1254,1949.44,1.3639,103.32
2014/06/07,652.71,NA,NA,NA,NA
2014/06/08,653.64,NA,NA,NA,NA
2014/06/09,645.34,1255,1951.27,1.3589,105.09
2014/06/10,649.81,1253.5,1950.79,1.3543,105.02
2014/06/11,627.91,1262.5,1943.89,1.3532,105.04
2014/06/12,581.8,1261.75,1930.11,1.3556,107.2
2014/06/13,597.43,1273,1936.16,1.3522,107.49
2014/06/14,571.69,NA,NA,NA,NA
2014/06/15,591.97,NA,NA,NA,NA
2014/06/16,588.06,1281.75,1937.78,1.3578,107.52
2014/06/17,607.34,1264.5,1941.99,1.3543,106.95
2014/06/18,604.88,1269,1956.98,1.3567,106.64
2014/06/19,592.26,1282,1959.48,1.362,107.08
2014/06/20,588.52,1310,1962.87,1.3586,107.95
2014/06/21,591.03,NA,NA,NA,NA
2014/06/22,598.88,NA,NA,NA,NA
2014/06/23,587.46,1313.5,1962.61,1.3593,106.83
2014/06/24,575.07,1323,1949.98,1.3588,106.64
2014/06/25,562.13,1312,1959.53,1.3638,107.04
2014/06/26,579.38,1311.5,1957.22,1.361,106.49
2014/06/27,600.86,1315.25,1960.96,1.3631,106.46
2014/06/28,591.99,NA,NA,NA,NA
2014/06/29,598.6,NA,NA,NA,NA
2014/06/30,639.36,1313,1960.23,1.369,106.07
2014/07/01,635.59,1325.75,1973.32,1.3681,106.06
2014/07/02,647.34,1326.75,1974.62,1.3656,105.18
2014/07/03,640.69,1322.5,1985.44,1.361,104.76
2014/07/04,626.96,1321.5,NA,NA,NA
2014/07/05,628.33,NA,NA,NA,NA
2014/07/06,631.71,NA,NA,NA,NA
2014/07/07,617.99,1313.25,1977.65,1.3604,104.19
2014/07/08,620.22,1318.25,1963.71,1.3614,104.06
2014/07/09,620.55,1322.5,1972.83,1.363,102.93
2014/07/10,615.11,1343.25,1964.68,1.36,103.61
2014/07/11,631.18,1336.5,1967.57,1.3598,101.48
2014/07/12,634.48,NA,NA,NA,NA
2014/07/13,627.58,NA,NA,NA,NA
2014/07/14,618.38,1321.25,1977.1,1.362,101.73
2014/07/15,619.36,1312,1973.28,1.3573,100.56
2014/07/16,615.2,1297.5,1981.57,1.353,101.88
2014/07/17,622.62,1302.75,1958.12,1.353,103.84
2014/07/18,628.22,1310.25,1978.22,1.3515,103.83
2014/07/19,625.8,NA,NA,NA,NA
2014/07/20,621.37,NA,NA,NA,NA
2014/07/21,620.01,1312.75,1973.63,1.3524,105.34
2014/07/22,618.81,1307,1983.53,1.347,104.59
2014/07/23,617.93,1307.5,1987.01,1.3462,103.81
2014/07/24,600.01,1300,1987.98,1.3468,102.76
2014/07/25,599.93,1292.5,1978.34,1.3431,105.23
2014/07/26,593.85,NA,NA,NA,NA
2014/07/27,590.95,NA,NA,NA,NA
2014/07/28,584.69,1305,1978.91,1.344,105.68
2014/07/29,582.2,1307.5,1969.95,1.341,104.91
2014/07/30,564.37,1297.5,1970.07,1.3378,104.29
2014/07/31,581.35,1295,1930.67,1.339,98.23
2014/08/01,595.08,1284.5,1925.15,1.3436,97.86
2014/08/02,587.29,NA,NA,NA,NA
2014/08/03,585.51,NA,NA,NA,NA
2014/08/04,586.76,1293.5,1938.99,1.3414,98.26
2014/08/05,583.11,1292.75,1920.21,1.3366,97.34
2014/08/06,583.04,1288.5,1920.24,1.3355,96.93
2014/08/07,587.4,1302,1909.57,1.3362,97.34
2014/08/08,590.53,1317.5,1931.59,1.3412,97.61
2014/08/09,588.09,NA,NA,NA,NA
2014/08/10,589.45,NA,NA,NA,NA
2014/08/11,573.31,1308.25,1936.92,1.3385,98.09
2014/08/12,568.21,1311,1933.75,1.3357,97.36
2014/08/13,544.57,1309.25,1946.72,1.3367,97.57
2014/08/14,508.55,1315,1955.18,1.3376,95.54
2014/08/15,496.62,1313.6,1955.06,1.3392,97.3
2014/08/16,519.83,NA,NA,NA,NA
2014/08/17,492.95,NA,NA,NA,NA
2014/08/18,460.67,1302.75,1971.74,1.3358,96.44
2014/08/19,486.74,1300.25,1981.6,1.332,94.35
2014/08/20,511.93,1294.5,1986.51,1.3284,96.4
2014/08/21,516.16,1280.5,1992.37,1.3284,93.97
2014/08/22,513.94,1281,1988.4,1.3237,93.61
2014/08/23,497.22,NA,NA,NA,NA
2014/08/24,508.57,NA,NA,NA,NA
2014/08/25,501.63,NA,1997.92,1.3206,95.39
2014/08/26,513.47,1286.5,2000.02,1.3189,95.78
2014/08/27,510.43,1285,2000.12,1.3192,95.82
2014/08/28,507.02,1288,1996.74,1.3178,96.44
2014/08/29,508.42,1285.75,2003.37,1.315,97.86
2014/08/30,501.2,NA,NA,NA,NA
2014/08/31,478.07,NA,NA,NA,NA
2014/09/01,474.13,1287.25,NA,NA,NA
2014/09/02,475.32,1277.75,2002.28,1.3124,92.92
2014/09/03,474.54,1268.5,2000.72,1.3136,95.5
2014/09/04,489.09,1271,1997.65,1.2926,94.51
2014/09/05,480.5,1264,2007.71,1.2956,93.32
2014/09/06,482.24,NA,NA,NA,NA
2014/09/07,479.48,NA,NA,NA,NA
2014/09/08,472.15,1267.25,2001.54,1.2948,92.64
2014/09/09,471.56,1256,1988.44,1.2909,92.73
2014/09/10,477.53,1254.25,1995.69,1.2908,91.71
2014/09/11,476.33,1247,1997.45,1.2936,92.89
2014/09/12,473.83,1237.25,1985.54,1.2955,92.18
2014/09/13,477.09,NA,NA,NA,NA
2014/09/14,474.71,NA,NA,NA,NA
2014/09/15,471.36,1234.75,1984.13,1.2951,92.86
2014/09/16,463.74,1238.75,1998.98,1.2976,94.91
2014/09/17,454.91,1236.5,2001.57,1.2958,94.33
2014/09/18,421.46,1223,2011.36,1.2913,93.07
2014/09/19,391.94,1222.5,2010.4,1.2835,92.43
2014/09/20,406.82,NA,NA,NA,NA
2014/09/21,396.57,NA,NA,NA,NA
2014/09/22,398.89,1214,1994.29,1.2829,91.46
2014/09/23,435.38,1225,1982.77,1.2858,91.55
2014/09/24,422.3,1224,1998.3,1.2788,93.6
2014/09/25,408.8,1210.5,1965.99,1.2748,93.59
2014/09/26,401.92,1222.25,1982.85,1.2686,95.55
2014/09/27,398.36,NA,NA,NA,NA
2014/09/28,376.2,NA,NA,NA,NA
2014/09/29,374.73,1217.75,1977.8,1.2703,94.53
2014/09/30,386.27,1210,1972.29,1.2628,91.17
2014/10/01,381.33,1208.5,1946.16,1.2618,90.74
2014/10/02,371.99,1214.5,1946.17,1.267,91.02
2014/10/03,356.56,1207.5,1967.9,1.2517,89.76
2014/10/04,325.49,NA,NA,NA,NA
2014/10/05,319.64,NA,NA,NA,NA
2014/10/06,328.46,1193.25,1964.82,1.2592,90.33
2014/10/07,334.09,1207.5,1935.1,1.2626,88.89
2014/10/08,352.79,1220,1968.89,1.2683,87.29
2014/10/09,363.78,1227.5,1928.21,1.2683,85.76
2014/10/10,358.69,1222.25,1906.13,1.2636,85.87
2014/10/11,359.2,NA,NA,NA,NA
2014/10/12,376.19,NA,NA,NA,NA
2014/10/13,388.38,1228,1874.74,NA,85.73
2014/10/14,398.71,1233,1877.7,1.266,81.72
2014/10/15,391.84,1223.5,1862.49,1.2778,81.82
2014/10/16,380.08,1241,1862.76,1.2812,82.33
2014/10/17,380.42,1238,1886.76,1.2755,82.8
2014/10/18,388.96,NA,NA,NA,NA
2014/10/19,386.59,NA,NA,NA,NA
2014/10/20,379.37,1241,1904.01,1.2783,82.76
2014/10/21,382.38,1251.75,1941.28,1.2724,83.25
2014/10/22,379.1,1246.75,1927.11,1.2658,80.52
2014/10/23,355.86,1240.5,1950.82,1.2658,82.81
2014/10/24,355.17,1231.75,1964.58,1.2675,81.27
2014/10/25,346.11,NA,NA,NA,NA
2014/10/26,351.54,NA,NA,NA,NA
2014/10/27,348.96,1230.5,1961.63,1.2712,81.26
2014/10/28,351.9,1228.25,1985.05,1.2747,81.36
2014/10/29,333.38,1228,1982.3,1.2762,82.25
2014/10/30,343.78,1205.75,1994.65,1.2622,81.06
2014/10/31,336.8,1173.25,2018.05,1.253,80.53
2014/11/01,325.39,NA,NA,NA,NA
2014/11/02,323.74,NA,NA,NA,NA
2014/11/03,324.23,1170.75,2017.81,1.2487,78.77
2014/11/04,328.28,1169.25,2012.1,1.2554,77.15
2014/11/05,337.14,1145.25,2023.57,1.2488,78.71
2014/11/06,348.23,1144.5,2031.21,1.2414,77.87
2014/11/07,341.08,1145,2031.92,1.2422,78.71
2014/11/08,344.03,NA,NA,NA,NA
2014/11/09,363.31,NA,NA,NA,NA
2014/11/10,365.29,1172,2038.26,1.2425,77.43
2014/11/11,366.99,1151.25,2039.68,NA,77.85
2014/11/12,427.24,1163.25,2038.25,1.2456,77.16
2014/11/13,417.15,1161,2039.33,1.2476,74.13
2014/11/14,398.43,1154,2039.82,1.2494,75.91
2014/11/15,375.13,NA,NA,NA,NA
2014/11/16,388.55,NA,NA,NA,NA
2014/11/17,385.86,1187,2041.32,1.2447,75.64
2014/11/18,372.38,1202,2051.8,1.2534,74.55
2014/11/19,377.24,1200.75,2048.72,1.2548,74.55
2014/11/20,356.14,1194,2052.75,1.2526,75.63
2014/11/21,348.86,1193.25,2063.5,1.2394,76.52
2014/11/22,352.04,NA,NA,NA,NA
2014/11/23,366.77,NA,NA,NA,NA
2014/11/24,375.24,1196,2069.41,1.2427,75.74
2014/11/25,375.72,1202.25,2067.03,1.2472,74.04
2014/11/26,368.51,1195.75,2072.83,1.2503,73.7
2014/11/27,369.14,1196.5,NA,NA,NA
2014/11/28,375.85,1184.5,2067.56,1.2438,65.94
2014/11/29,375.22,NA,NA,NA,NA
2014/11/30,377.09,NA,NA,NA,NA
2014/12/01,378.64,1178.75,2053.44,1.249,68.98
2014/12/02,381.54,1197,2066.55,1.239,66.99
2014/12/03,374.97,1203.25,2074.33,1.2304,67.3
2014/12/04,369.15,1204,2071.92,1.2432,66.73
2014/12/05,376.04,1204.5,2075.37,1.2304,65.89
2014/12/06,374.02,NA,NA,NA,NA
2014/12/07,374.26,NA,NA,NA,NA
2014/12/08,360.94,1195.25,2060.31,1.2292,63.13
2014/12/09,351.27,1206.5,2059.82,1.2415,63.74
2014/12/10,344.62,1228.25,2026.14,1.2425,60.99
2014/12/11,347.13,1219.5,2035.33,1.2397,60.01
2014/12/12,350.94,1223.5,2002.33,1.2484,57.81
2014/12/13,347.47,NA,NA,NA,NA
2014/12/14,351.14,NA,NA,NA,NA
2014/12/15,345.1,1210.75,1989.63,1.247,55.96
2014/12/16,326.08,1199.25,1972.74,1.2504,55.97
2014/12/17,319.17,1199,2012.89,1.2406,56.43
2014/12/18,310.75,1210.75,2061.23,1.2291,54.18
2014/12/19,317.01,1197.5,2070.65,1.2235,56.91
2014/12/20,329.57,NA,NA,NA,NA
2014/12/21,319.24,NA,NA,NA,NA
2014/12/22,330.67,1195.25,2078.54,1.2252,55.25
2014/12/23,334.05,1179.5,2082.17,1.218,56.78
2014/12/24,321.88,1177,2081.88,1.2188,55.7
2014/12/25,318.61,NA,NA,NA,NA
2014/12/26,327.16,NA,2088.77,NA,54.59
2014/12/27,315.17,NA,NA,NA,NA
2014/12/28,316.8,NA,NA,NA,NA
2014/12/29,312.44,1194,2090.57,1.2179,53.46
2014/12/30,309.87,1186.5,2080.35,1.2174,54.14
2014/12/31,319.7,1199.25,2058.9,1.2101,53.45
2015/01/01,313.92,NA,NA,NA,NA
2015/01/02,314.59,1184.25,2058.2,1.2015,52.72
2015/01/03,279.85,NA,NA,NA,NA
2015/01/04,263.63,NA,NA,NA,NA
2015/01/05,272.95,1192,2020.58,1.1918,50.05
2015/01/06,285.58,1211,2002.61,1.1936,47.98
2015/01/07,294.88,1213.75,2025.9,1.182,48.69
2015/01/08,283.25,1206.5,2062.14,1.1811,48.8
2015/01/09,288.84,1211.25,2044.81,1.183,48.35
2015/01/10,274.07,NA,NA,NA,NA
2015/01/11,265.37,NA,NA,NA,NA
2015/01/12,267.09,1222,2028.26,1.1832,46.06
2015/01/13,226.98,1239,2023.03,1.1779,45.92
2015/01/14,177.28,1228.75,2011.27,1.1806,48.49
2015/01/15,210.46,1235.25,1992.67,1.1598,46.37
2015/01/16,207.22,1258.25,2019.42,1.1517,48.49
2015/01/17,199.62,NA,NA,NA,NA
2015/01/18,209.93,NA,NA,NA,NA
2015/01/19,213.98,1275.5,NA,NA,NA
2015/01/20,210.48,1292.25,2022.55,1.1559,46.79
2015/01/21,225.98,1298,2032.12,1.1584,47.85
2015/01/22,232.66,1287,2063.15,1.1414,45.93
2015/01/23,232.97,1293.5,2051.82,1.1279,45.26
2015/01/24,247.99,NA,NA,NA,NA
2015/01/25,254.51,NA,NA,NA,NA
2015/01/26,271.95,1282.75,2057.09,1.129,44.8
2015/01/27,262.06,1279,2029.55,1.137,45.84
2015/01/28,233.21,1287,2002.16,1.1342,44.08
2015/01/29,232.4,1275.5,2021.25,1.1308,44.12
2015/01/30,226.5,1263.5,1994.99,1.129,47.79
2015/01/31,216.91,NA,NA,NA,NA
2015/02/01,226.4,NA,NA,NA,NA
2015/02/02,237.54,1274.25,2020.85,1.1337,49.25
2015/02/03,226.96,1281,2050.03,1.1462,53.04
2015/02/04,226.73,1269.25,2041.51,1.1418,48.45
2015/02/05,216.77,1263.75,2062.52,1.1432,50.48
2015/02/06,222.48,1264,2055.47,1.133,51.66
2015/02/07,227.33,NA,NA,NA,NA
2015/02/08,222.87,NA,NA,NA,NA
2015/02/09,220.17,1242.25,2046.74,1.1316,52.99
2015/02/10,220.08,1237.5,2068.59,1.1316,50.06
2015/02/11,219.49,1235.5,2068.53,1.13,48.8
2015/02/12,221.85,1225.25,2088.48,1.141,51.17
2015/02/13,235.79,1225.75,2096.99,1.1408,52.66
2015/02/14,257.47,NA,NA,NA,NA
2015/02/15,234.33,NA,NA,NA,NA
2015/02/16,233.56,1233.5,NA,NA,NA
2015/02/17,243.6,1221.75,2100.34,1.1395,53.56
2015/02/18,236.21,1206.5,2099.68,1.1342,52.13
2015/02/19,239.83,1217.75,2097.45,1.1392,51.12
2015/02/20,243.78,1203.5,2110.3,1.1372,49.95
2015/02/21,244.26,NA,NA,NA,NA
2015/02/22,235.53,NA,NA,NA,NA
2015/02/23,238.08,1193.5,2109.66,1.1346,49.56
2015/02/24,238.76,1195.5,2115.48,1.1307,48.48
2015/02/25,237.25,1206.5,2113.86,1.1363,50.25
2015/02/26,236.1,1220,2110.74,1.1212,47.65
2015/02/27,252.51,1205,2104.5,1.1197,49.84
2015/02/28,253.53,NA,NA,NA,NA
2015/03/01,258.74,NA,NA,NA,NA
2015/03/02,271.35,1216.75,2117.39,1.119,49.59
2015/03/03,281.45,1207.75,2107.78,1.1212,50.43
2015/03/04,271.92,1204.25,2098.53,1.107,51.53
2015/03/05,274.86,1199.75,2101.04,1.1006,50.76
2015/03/06,272.21,1196.5,2071.26,1.0855,49.61
2015/03/07,275.89,NA,NA,NA,NA
2015/03/08,274.48,NA,NA,NA,NA
2015/03/09,288.52,1173.75,2079.43,1.0846,49.95
2015/03/10,290.51,1161,2044.16,1.0707,48.42
