date,bprice,goldprice,sp,forex,oil
2016/05/19,436.73,1253.75,2040.04,1.1214,48.16
2016/05/20,442.95,1256.5,2052.32,1.1207,47.67
2016/05/21,443.13,NA,NA,NA,NA
2016/05/22,438.77,NA,NA,NA,NA
2016/05/23,443.73,1250.4,2048.04,1.1192,48.12
2016/05/24,445.13,1242.65,2076.06,1.1145,48.04
2016/05/25,449.23,1220.75,2090.54,1.1154,49.1
2016/05/26,453.82,1226.65,2090.1,1.1184,49
2016/05/27,473.47,1221.25,2099.06,1.114,49.36
2016/05/28,525.43,NA,NA,NA,NA
2016/05/29,524.08,NA,NA,NA,NA
2016/05/30,532.59,NA,NA,NA,NA
2016/05/31,531.8,1210.5,2096.96,1.1135,49.1
2016/06/01,536.42,1216.25,2099.33,1.1165,49.07
2016/06/02,538.14,1215.5,2105.26,1.1157,49.14
2016/06/03,570.47,1211,2099.13,1.133,48.69
2016/06/04,573.45,NA,NA,NA,NA
2016/06/05,574.11,NA,NA,NA,NA
2016/06/06,585.53,1240.55,2109.41,1.1354,49.71
2016/06/07,577.86,1241.1,2112.13,1.135,50.37
2016/06/08,583.1,1252.4,2119.12,1.14,51.23
2016/06/09,576.45,1258.35,2115.48,1.1329,50.52
2016/06/10,579.13,1266.6,2096.07,1.1281,49.09
2016/06/11,611.78,NA,NA,NA,NA
2016/06/12,675.34,NA,NA,NA,NA
2016/06/13,705.62,1284.1,2079.06,1.1282,48.89
2016/06/14,685.99,1279.4,2075.32,1.1206,48.49
2016/06/15,696.32,1282,2071.5,1.1239,47.92
2016/06/16,768.24,1307,2077.99,1.1158,46.14
2016/06/17,747.55,1284.5,2071.22,1.1256,48
2016/06/18,755.68,NA,NA,NA,NA
2016/06/19,764.04,NA,NA,NA,NA
2016/06/20,727.95,1283.25,2083.25,1.1318,49.4
2016/06/21,665.88,1280.8,2088.9,1.1262,48.95
2016/06/22,602.89,1265,2085.45,1.1286,49.16
2016/06/23,625.49,1265.75,2113.32,1.1373,49.34
2016/06/24,665.16,1313.85,2037.41,1.1126,46.7
2016/06/25,665.33,NA,NA,NA,NA
2016/06/26,630.25,NA,NA,NA,NA
2016/06/27,658.4,1324.6,2000.54,1.1024,45.8
2016/06/28,646.3,1312,2036.09,1.1054,47.93
2016/06/29,639.08,1317.75,2070.77,1.1117,49.85
2016/06/30,672.48,1317,2098.86,1.1032,48.27
2016/07/01,676.52,1331.75,2102.95,1.1145,49.02
2016/07/02,703.69,NA,NA,NA,NA
2016/07/03,659.69,NA,NA,NA,NA
2016/07/04,681.63,1348.75,NA,NA,NA
2016/07/05,668.09,1344.75,2088.55,1.108,46.73
2016/07/06,676.11,1370,2099.73,1.1077,47.37
2016/07/07,639.76,1367.1,2097.9,1.1065,45.22
2016/07/08,664.74,1356.1,2129.9,1.1038,45.37
2016/07/09,650.63,NA,NA,NA,NA
2016/07/10,649.96,NA,NA,NA,NA
2016/07/11,649.03,1358.25,2137.16,1.1045,44.73
2016/07/12,664.84,1352.85,2152.14,1.1074,46.82
2016/07/13,653.93,1340.25,2152.43,1.1112,44.87
2016/07/14,659.64,1325.7,2163.75,1.1109,45.64
2016/07/15,664.88,1330.5,2161.74,1.1059,45.93
2016/07/16,663.54,NA,NA,NA,NA
2016/07/17,679.05,NA,NA,NA,NA
2016/07/18,673.59,1326.15,2166.89,1.1076,45.23
2016/07/19,673.84,1332.2,2163.78,1.1014,44.64
2016/07/20,666.18,1325.6,2173.02,1.1007,44.96
2016/07/21,665.1,1322,2165.17,1.1016,43.96
2016/07/22,650.82,1323.2,2175.03,1.0968,43.41
2016/07/23,654.86,NA,NA,NA,NA
2016/07/24,661.05,NA,NA,NA,NA
2016/07/25,655.13,1315,2168.48,1.098,42.4
2016/07/26,651.08,1321.25,2169.18,1.0984,42.16
2016/07/27,655.44,1320.8,2166.58,1.0988,41.9
2016/07/28,655.63,1341.3,2170.06,1.1094,41.13
2016/07/29,656.67,1332.5,2173.6,1.1168,41.54
2016/07/30,654.98,NA,NA,NA,NA
2016/07/31,625.88,NA,NA,NA,NA
2016/08/01,607.37,1348.85,2170.84,1.1176,40.05
2016/08/02,552.82,1358.15,2157.03,1.1225,39.5
2016/08/03,565.26,1364.4,2163.79,1.117,40.8
2016/08/04,578.32,1351.15,2164.25,1.1134,41.92
2016/08/05,574.96,1362.6,2182.87,1.108,41.83
2016/08/06,588.42,NA,NA,NA,NA
2016/08/07,592.78,NA,NA,NA,NA
2016/08/08,590.62,1330,2180.89,1.1078,43.06
2016/08/09,584.76,1332.9,2181.74,1.111,42.78
2016/08/10,592.89,1351.85,2175.49,1.1171,41.75
2016/08/11,586.52,1344.55,2185.79,1.1168,43.51
2016/08/12,586.03,1336.7,2184.05,1.1172,44.47
2016/08/13,585.08,NA,NA,NA,NA
2016/08/14,571.44,NA,NA,NA,NA
2016/08/15,567.2,1339.2,2190.15,1.1199,45.72
2016/08/16,576.25,1349.1,2178.15,1.1277,46.57
2016/08/17,571.74,1342.75,2182.22,1.1263,46.81
2016/08/18,572.5,1347.1,2187.02,1.1334,48.2
2016/08/19,573.66,1346.85,2183.87,1.1326,48.48
2016/08/20,580.7,NA,NA,NA,NA
2016/08/21,580.69,NA,NA,NA,NA
2016/08/22,584.73,1334.3,2182.64,1.1314,46.8
2016/08/23,581.28,1338.5,2186.9,1.1308,47.54
2016/08/24,577.99,1337.3,2175.44,1.1256,46.29
2016/08/25,575.73,1324.5,2172.47,1.1274,46.97
2016/08/26,578.16,1324.9,2169.04,1.1237,47.64
2016/08/27,568.67,NA,NA,NA,NA
2016/08/28,573.55,NA,NA,NA,NA
2016/08/29,572.36,NA,2180.38,1.1182,46.97
2016/08/30,576,1318.85,2176.12,1.115,46.32
2016/08/31,572.33,1314.45,2170.95,1.1146,44.68
2016/09/01,571.69,1305.7,2170.86,1.1194,43.17
2016/09/02,574.15,1311.5,2179.98,1.1158,44.39
2016/09/03,598.38,NA,NA,NA,NA
2016/09/04,608.92,NA,NA,NA,NA
2016/09/05,606.03,1328.3,NA,NA,NA
2016/09/06,611.07,1330.05,2186.48,1.1237,44.85
2016/09/07,614.79,1348.75,2186.16,1.1238,45.47
2016/09/08,624.95,1348,2181.3,1.1256,47.63
2016/09/09,621.8,1335.65,2127.81,1.1214,45.88
2016/09/10,622.21,NA,NA,NA,NA
2016/09/11,605.81,NA,NA,NA,NA
2016/09/12,606.31,1327.5,2159.04,1.123,46.28
2016/09/13,606.92,1328.5,2127.02,1.1242,44.91
2016/09/14,608.22,1323.2,2125.77,1.1271,43.62
2016/09/15,605.21,1320.1,2147.26,1.1246,43.85
2016/09/16,606.33,1314.25,2139.16,1.116,43.04
2016/09/17,605.29,NA,NA,NA,NA
2016/09/18,608.7,NA,NA,NA,NA
2016/09/19,608.53,1315.05,2139.12,1.1179,43.34
2016/09/20,599.47,1315.4,2139.76,1.1172,43.85
2016/09/21,595.8,1319.6,2163.12,1.1165,45.33
2016/09/22,595.03,1332.45,2177.18,1.1229,46.1
2016/09/23,601.71,1335.9,2164.69,1.1223,44.36
2016/09/24,601.34,NA,NA,NA,NA
2016/09/25,599.18,NA,NA,NA,NA
2016/09/26,606.81,1336.3,2146.1,1.127,45.6
2016/09/27,604.76,1335.85,2159.93,1.1208,44.65
2016/09/28,603.52,1324.8,2171.37,1.12,47.07
2016/09/29,605.06,1320.85,2151.13,1.1244,47.72
2016/09/30,608.44,1327.9,2168.27,1.1238,47.72
2016/10/01,613.93,NA,NA,NA,NA
2016/10/02,610.29,NA,NA,NA,NA
2016/10/03,612.34,1318.65,2161.2,1.121,48.8
2016/10/04,609.37,1309.15,2150.49,1.1212,48.67
2016/10/05,610.88,1274,2159.73,1.1196,49.75
2016/10/06,610.9,1265.5,2160.77,1.1158,50.44
2016/10/07,616.49,1255,2153.74,1.1156,49.76
2016/10/08,616.6,NA,NA,NA,NA
2016/10/09,614.62,NA,NA,NA,NA
2016/10/10,617.42,1262.1,2163.66,NA,49.76
2016/10/11,639.37,1256.4,2136.73,1.1062,50.72
2016/10/12,635.08,1255.7,2139.18,1.1014,50.14
2016/10/13,635.02,1258,2132.55,1.1038,50.47
2016/10/14,638.37,1256.15,2132.98,1.0985,50.35
2016/10/15,637.37,NA,NA,NA,NA
2016/10/16,639.83,NA,NA,NA,NA
2016/10/17,636.92,1252.7,2126.5,1.1,49.97
2016/10/18,635.51,1261.65,2139.6,1.0997,50.3
2016/10/19,628.15,1269.75,2144.29,1.0966,51.59
2016/10/20,628.62,1269.2,2141.34,1.0934,50.31
2016/10/21,630.15,1263.95,2141.16,1.0866,50.61
2016/10/22,652.71,NA,NA,NA,NA
2016/10/23,649.24,NA,NA,NA,NA
2016/10/24,648.4,1267,2151.33,1.0888,50.18
2016/10/25,652.89,1269.3,2143.16,1.089,49.45
2016/10/26,674.36,1273.9,2139.43,1.0916,48.75
2016/10/27,686.52,1269.3,2133.04,1.0904,49.71
2016/10/28,688.1,1265.9,2126.41,1.0934,48.72
2016/10/29,712.87,NA,NA,NA,NA
2016/10/30,696.35,NA,NA,NA,NA
2016/10/31,697.37,1274.2,2126.15,1.0962,46.83
2016/11/01,729.27,1284.4,2111.72,1.1042,46.66
2016/11/02,742.46,1295.85,2097.94,1.1119,45.32
2016/11/03,687.51,1293,2088.66,1.1094,44.66
2016/11/04,702.54,1301.7,2085.18,1.1121,44.07
2016/11/05,704.16,NA,NA,NA,NA
2016/11/06,712.24,NA,NA,NA,NA
2016/11/07,704.02,1286.8,2131.52,1.1038,44.88
2016/11/08,709.15,1284,2139.56,1.1034,44.96
2016/11/09,721.19,1304.55,2163.26,1.0952,45.2
2016/11/10,713.67,1280.9,2167.48,1.0882,44.62
2016/11/11,716.56,1255.65,2164.45,NA,43.39
2016/11/12,703.55,NA,NA,NA,NA
2016/11/13,702.5,NA,NA,NA,NA
2016/11/14,706.39,1222.6,2164.2,1.0723,43.29
2016/11/15,711.96,1228.9,2180.39,1.0726,45.86
2016/11/16,742.07,1225.7,2176.94,1.0699,45.56
2016/11/17,735.41,1232,2187.12,1.0656,45.37
2016/11/18,749.68,1206.1,2181.9,1.06,45.69
2016/11/19,750.63,NA,NA,NA,NA
2016/11/20,728.61,NA,NA,NA,NA
2016/11/21,736.72,1214.95,2198.18,1.0597,47.48
2016/11/22,748.22,1217.55,2202.94,1.0618,48.07
2016/11/23,741.6,1213.25,2204.72,1.056,46.72
2016/11/24,736.4,1187.25,NA,NA,NA
2016/11/25,738.28,1187.5,2213.35,1.0595,46.72
2016/11/26,732.82,NA,NA,NA,NA
2016/11/27,728.42,NA,NA,NA,NA
2016/11/28,731.75,1189.1,2201.72,1.0576,45.66
2016/11/29,731.76,1187.3,2204.66,1.0626,45.29
2016/11/30,742.01,1187.4,2198.81,1.0578,49.41
2016/12/01,753.25,1168.75,2191.08,1.0634,51.08
2016/12/02,771.41,1171.65,2191.95,1.0666,51.7
2016/12/03,764.97,NA,NA,NA,NA
2016/12/04,766.46,NA,NA,NA,NA
2016/12/05,750.71,1164.9,2204.71,1.0723,51.72
2016/12/06,758.81,1171.15,2212.23,1.0717,50.95
2016/12/07,763.9,1171.25,2241.35,1.0758,49.85
2016/12/08,766.75,1174.75,2246.19,1.0625,50.84
2016/12/09,770.41,1168.9,2259.53,1.0541,51.51
2016/12/10,773.21,NA,NA,NA,NA
2016/12/11,768.62,NA,NA,NA,NA
2016/12/12,777.91,1154.4,2256.96,1.0606,52.74
2016/12/13,775.25,1157.35,2271.72,1.0635,52.99
2016/12/14,776.64,1160.95,2253.28,1.0656,51.01
2016/12/15,775.48,1132.45,2262.03,1.0375,50.9
2016/12/16,780.85,1134.85,2258.07,1.0456,51.93
2016/12/17,788.58,NA,NA,NA,NA
2016/12/18,788.59,NA,NA,NA,NA
2016/12/19,790.16,1137.6,2262.53,1.0444,52.13
2016/12/20,798.78,1132.75,2270.76,1.039,52.22
2016/12/21,833.1,1134.4,2265.18,1.0425,51.44
2016/12/22,858.74,1130.55,2260.96,1.0452,51.98
2016/12/23,916.79,1131,2263.79,1.0449,52.01
2016/12/24,894.2,NA,NA,NA,NA
2016/12/25,894.48,NA,NA,NA,NA
2016/12/26,902.55,NA,NA,NA,NA
2016/12/27,931.11,NA,2268.88,1.0458,52.82
2016/12/28,978.01,1139.75,2249.92,1.0389,54.01
2016/12/29,969.62,1146.8,2249.26,1.0486,53.8
2016/12/30,960.47,1159.1,2238.83,1.0552,53.75
2016/12/31,968.23,NA,NA,NA,NA
2017/01/01,997.69,NA,NA,NA,NA
2017/01/02,1018.05,NA,NA,NA,NA
2017/01/03,1030.82,1148.65,2257.83,1.0416,52.36
2017/01/04,1129.87,1165.9,2270.75,1.0476,53.26
2017/01/05,1005.81,1173.05,2269,1.0598,53.77
2017/01/06,895.67,1178,2276.98,1.056,53.98
2017/01/07,905.17,NA,NA,NA,NA
2017/01/08,913.52,NA,NA,NA,NA
2017/01/09,899.35,1176.1,2268.9,1.0576,51.95
2017/01/10,904.79,1183.2,2268.9,1.0572,50.82
2017/01/11,775.98,1187.55,2275.32,1.0501,52.19
2017/01/12,802.83,1206.65,2270.44,1.0666,53.01
2017/01/13,826.12,1196.35,2274.64,1.0625,52.36
2017/01/14,818.64,NA,NA,NA,NA
2017/01/15,822.42,NA,NA,NA,NA
2017/01/16,830.26,1202.75,NA,NA,NA
2017/01/17,904.45,1217.5,2267.89,1.0695,52.45
2017/01/18,884.25,1212.5,2271.89,1.0682,51.12
2017/01/19,898.02,1203.35,2263.69,1.063,51.39
2017/01/20,891.62,1199.1,2271.31,NA,52.33
2017/01/21,920.01,NA,NA,NA,NA
2017/01/22,925.33,NA,NA,NA,NA
2017/01/23,912.69,1213.75,2265.2,1.074,52.77
2017/01/24,885.65,1213.3,2280.07,1.0749,52.38
2017/01/25,894.11,1203.5,2298.37,1.0743,52.14
2017/01/26,915.1,1191.55,2296.68,1.067,53.24
2017/01/27,918.56,1184.2,2294.69,1.069,53.18
2017/01/28,920.28,NA,NA,NA,NA
2017/01/29,914.04,NA,NA,NA,NA
2017/01/30,920.24,1189.85,2280.9,1.0681,52.63
2017/01/31,967.67,1198.8,2278.87,1.0794,52.75
2017/02/01,987.35,1210,2279.55,1.0758,53.9
2017/02/02,1007.79,1224.05,2280.85,1.0802,53.55
2017/02/03,1018.11,1213.05,2297.42,1.0792,53.81
2017/02/04,1033.65,NA,NA,NA,NA
2017/02/05,1013.99,NA,NA,NA,NA
2017/02/06,1024.61,1221.85,2292.56,1.0731,53.01
2017/02/07,1052.54,1231,2293.08,1.069,52.19
2017/02/08,1054.34,1235.6,2294.67,1.0708,52.37
2017/02/09,988.95,1241.75,2307.87,1.0658,52.99
2017/02/10,993.08,1225.75,2316.1,1.065,53.84
2017/02/11,1010,NA,NA,NA,NA
2017/02/12,999.51,NA,NA,NA,NA
2017/02/13,996.86,1229.4,2328.25,1.0603,52.96
2017/02/14,1009.25,1229.65,2337.58,1.0577,53.21
2017/02/15,1009.12,1225.15,2349.25,1.0597,53.11
2017/02/16,1034.08,1236.75,2347.22,1.066,53.41
2017/02/17,1053.12,1241.4,2351.16,1.0614,53.41
2017/02/18,1058.41,NA,NA,NA,NA
2017/02/19,1052.82,NA,NA,NA,NA
2017/02/20,1083.24,1235.35,NA,NA,NA
2017/02/21,1123.66,1228.7,2365.38,1.0551,54.02
2017/02/22,1122.19,1237.5,2362.82,1.0555,53.61
2017/02/23,1178.38,1237.35,2363.81,1.0586,54.48
2017/02/24,1180.92,1255.35,2367.34,1.058,53.99
2017/02/25,1151.58,NA,NA,NA,NA
2017/02/26,1179.97,NA,NA,NA,NA
2017/02/27,1194.28,1256.25,2369.75,1.0624,54.04
2017/02/28,1190.89,1251.9,2363.64,1.0618,54
2017/03/01,1230.02,1246.05,2395.96,1.0564,53.82
2017/03/02,1260.92,1243.3,2381.92,1.0514,52.63
2017/03/03,1290.79,1228.75,2383.12,1.0552,53.33
2017/03/04,1267.68,NA,NA,NA,NA
2017/03/05,1277.68,NA,NA,NA,NA
2017/03/06,1280.87,1231.15,2375.31,1.0586,53.19
2017/03/07,1232.43,1223.7,2368.39,1.0582,52.68
2017/03/08,1150.48,1213.3,2362.98,1.0547,49.83
2017/03/09,1191.81,1204.6,2364.87,1.0586,48.75
2017/03/10,1117.02,1196.55,2372.6,1.0667,48.05
2017/03/11,1181.64,NA,NA,NA,NA
2017/03/12,1229.5,NA,NA,NA,NA
2017/03/13,1243.24,1207.8,2373.47,1.067,47.95
2017/03/14,1246.31,1203.55,2365.45,1.0645,47.24
2017/03/15,1259.6,1202.25,2385.26,1.063,48.34
2017/03/16,1172.91,1225.6,2381.38,1.0738,48.3
2017/03/17,1070.13,1228.75,2378.25,1.0742,48.34
2017/03/18,970.6,NA,NA,NA,NA
2017/03/19,1017.8,NA,NA,NA,NA
2017/03/20,1041.34,1233,2373.47,1.0754,47.79
2017/03/21,1115.04,1232.05,2344.02,1.081,47.02
2017/03/22,1037.44,1246.1,2348.45,1.08,47.29
2017/03/23,1029.95,1247.9,2345.96,1.0787,47
2017/03/24,935.95,1244,2343.98,1.0806,47.3
2017/03/25,964.69,NA,NA,NA,NA
2017/03/26,965.23,NA,NA,NA,NA
2017/03/27,1040.49,1256.9,2341.59,1.0882,47.02
2017/03/28,1044.25,1253.65,2358.57,1.0852,48.36
2017/03/29,1040.39,1252.9,2361.13,1.0756,49.47
2017/03/30,1037.53,1250.9,2368.06,1.0726,50.3
2017/03/31,1079.75,1241.7,2362.72,1.0698,50.54
2017/04/01,1089.51,NA,NA,NA,NA
2017/04/02,1098.78,NA,NA,NA,NA
2017/04/03,1147.63,1246.25,2358.84,1.0655,50.25
2017/04/04,1143.75,1258.65,2360.16,1.0664,50.99
2017/04/05,1135,1252.5,2352.95,1.0661,51.14
2017/04/06,1190.6,1253.75,2357.49,1.0651,51.69
2017/04/07,1193.02,1264.3,2355.54,1.0616,52.25
2017/04/08,1184.82,NA,NA,NA,NA
2017/04/09,1210.05,NA,NA,NA,NA
2017/04/10,1213.34,1253.6,2357.16,1.0606,53.06
2017/04/11,1224.77,1255.7,2353.78,1.0614,53.38
2017/04/12,1216.5,1272.3,2344.93,1.0611,53.12
2017/04/13,1178.53,1286.1,2328.95,1.063,53.19
2017/04/14,1183.44,NA,NA,1.0625,NA
2017/04/15,1180.7,NA,NA,NA,NA
2017/04/16,1184.79,NA,NA,NA,NA
2017/04/17,1203.73,NA,2349.01,1.066,52.62
2017/04/18,1217.6,1285,2342.19,1.0706,52.46
2017/04/19,1226.94,1282.05,2338.17,1.0707,50.49
2017/04/20,1255.4,1279.9,2355.84,1.0758,50.26
2017/04/21,1257.13,1281.5,2348.69,1.0694,49.64
2017/04/22,1244.37,NA,NA,NA,NA
2017/04/23,1248.22,NA,NA,NA,NA
2017/04/24,1248.32,1271.8,2374.15,1.0846,48.9
2017/04/25,1263.54,1270.5,2388.61,1.0941,49.22
2017/04/26,1284.84,1264.95,2387.45,1.0872,49.22
2017/04/27,1329.19,1264.3,2388.77,1.0864,48.96
2017/04/28,1320.05,1265.55,2384.2,1.0895,49.31
2017/04/29,1327.04,NA,NA,NA,NA
2017/04/30,1347.96,NA,NA,NA,NA
2017/05/01,1402.08,NA,2388.33,1.0912,48.83
2017/05/02,1443.68,1255.8,2391.17,1.091,47.65
2017/05/03,1492,1253.95,2388.13,1.092,47.79
2017/05/04,1515.63,1235.85,2389.52,1.0967,45.55
2017/05/05,1512.21,1239.4,2399.29,1.0996,46.23
2017/05/06,1548.29,NA,NA,NA,NA
2017/05/07,1555.47,NA,NA,NA,NA
2017/05/08,1639.32,1229.7,2399.38,1.0928,46.46
2017/05/09,1706.93,1225.15,2396.92,1.0875,45.84
2017/05/10,1756.8,1222.95,2399.63,1.0873,47.28
2017/05/11,1807.37,1221,2394.44,1.0869,47.81
2017/05/12,1676.99,1227.9,2390.9,1.0926,47.83
2017/05/13,1759.96,NA,NA,NA,NA
2017/05/14,1772.42,NA,NA,NA,NA
2017/05/15,1697.38,1231.5,2402.32,1.0979,48.86
2017/05/16,1718.2,1234.05,2400.67,1.1072,48.64
2017/05/17,1802.16,1244.6,2357.03,1.1134,49.04
2017/05/18,1887.33,1261.35,2365.72,1.113,49.36
2017/05/19,1968.1,1251.85,2381.73,1.119,50.32
2017/05/20,2051.73,NA,NA,NA,NA
2017/05/21,2055.62,NA,NA,NA,NA
2017/05/22,2139.03,1255.25,2394.02,1.1236,50.81
2017/05/23,2291.48,1259.9,2398.42,1.1198,51.12
2017/05/24,2476.3,1251.35,2404.39,1.1175,50.99
2017/05/25,2357.5,1257.1,2415.07,1.1218,48.57
2017/05/26,2247.48,1265,2415.82,1.117,49.58
2017/05/27,2106.31,NA,NA,NA,NA
2017/05/28,2207.58,NA,NA,NA,NA
2017/05/29,2289.87,NA,NA,NA,NA
2017/05/30,2197.23,1262.8,2412.91,1.1183,49.63
2017/05/31,2330.23,1263.8,2411.8,1.1236,48.29
2017/06/01,2452.18,1266.15,2430.06,1.1214,48.32
2017/06/02,2517.41,1260.95,2439.07,1.127,47.68
2017/06/03,2555.65,NA,NA,NA,NA
2017/06/04,2552.81,NA,NA,NA,NA
2017/06/05,2736.59,1280.7,2436.1,1.125,47.4
2017/06/06,2914.08,1287.85,2429.33,1.1266,48.13
2017/06/07,2694.22,1292.7,2433.14,1.1236,45.8
2017/06/08,2825.03,1284.8,2433.79,1.1217,45.68
2017/06/09,2826.7,1274.25,2431.77,1.119,45.82
2017/06/10,2942.34,NA,NA,NA,NA
2017/06/11,3018.54,NA,NA,NA,NA
2017/06/12,2682.59,1269.25,2429.39,1.1204,46.1
2017/06/13,2738.93,1261.3,2440.35,1.1194,46.41
2017/06/14,2494.48,1268.25,2437.92,1.1277,44.79
2017/06/15,2456.92,1260.25,2432.46,1.1152,44.47
2017/06/16,2528.1,1256.6,2433.15,1.1194,44.73
2017/06/17,2664,NA,NA,NA,NA
2017/06/18,2576.17,NA,NA,NA,NA
2017/06/19,2641.66,1251.1,2453.46,1.116,44.24
2017/06/20,2778.83,1246.5,2437.03,1.1124,43.34
2017/06/21,2712.16,1247.05,2435.61,1.1143,42.48
2017/06/22,2740.79,1251.4,2434.5,1.1148,42.53
2017/06/23,2738.22,1256.3,2438.3,1.1196,42.86
2017/06/24,2619.12,NA,NA,NA,NA
2017/06/25,2594.45,NA,NA,NA,NA
2017/06/26,2485.36,1240.85,2439.07,1.1196,43.24
2017/06/27,2593.17,1250.4,2419.38,1.13,44.25
2017/06/28,2584.56,1251.6,2440.69,1.1364,44.74
2017/06/29,2561.56,1246.6,2419.7,1.142,44.88
2017/06/30,2499.98,1243.25,2423.41,1.1411,46.02
2017/07/01,2460.2,NA,NA,NA,NA
2017/07/02,2529.78,NA,NA,NA,NA
2017/07/03,2581.07,1235.2,2429.01,1.1367,NA
2017/07/04,2625.07,1224.25,NA,NA,NA
2017/07/05,2629.27,1221.9,2432.54,1.1336,45.11
2017/07/06,2619.11,1224.3,2409.75,1.1409,45.52
2017/07/07,2521.24,1220.4,2425.18,1.1396,44.25
2017/07/08,2579.93,NA,NA,NA,NA
2017/07/09,2525.67,NA,NA,NA,NA
2017/07/10,2371.96,1207.55,2427.43,1.1396,44.4
2017/07/11,2332.19,1211.9,2425.53,1.143,45.06
2017/07/12,2423.16,1219.4,2443.25,1.1411,45.48
2017/07/13,2364.52,1221.4,2447.83,1.1385,46.06
2017/07/14,2232.65,1218.95,2459.27,1.1452,46.53
2017/07/15,1993.26,NA,NA,NA,NA
2017/07/16,1938.94,NA,NA,NA,NA
2017/07/17,2244.26,1229.85,2459.14,1.147,46.02
2017/07/18,2327.9,1237.1,2460.61,1.1578,46.4
2017/07/19,2294.4,1239.85,2473.83,1.1518,47.1
2017/07/20,2877.39,1236.55,2473.45,1.1634,46.73
2017/07/21,2694.29,1247.25,2472.54,1.1655,45.78
2017/07/22,2838.81,NA,NA,NA,NA
2017/07/23,2762.63,NA,NA,NA,NA
